2010 Data View: Medicare Part D Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Medicare Part D Report Card Master Table ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drug Plan Customer Service,,,,,,,"Drug Plan Member Complaints, Members Who Choose to Leave, and Medicare Audit Findings",,,,Member Experience with Drug Plan,,,Drug Pricing and Patient Safety,,,,,,,,
H3749,SecureHorizons by UnitedHealthcare,"PACIFICARE OF OKLAHOMA, INC.",0:34,0:38,76.0%,48.3%,3.5,83.3%,61.4%,0.62,0.27,5.4%,No data available,73.6%,84.1%,90.7%,98.7%,77.1%,11.4,24.3%,82.5%,,,,
H3755,CommunityCare Senior Health Plan,"COMMUNITY CARE HMO, INC",0:54,1:49,82.4%,70.5%,0,No appeals required review,79.5%,0.06,0.04,2.1%,No data available,89.9%,86.7%,93.9%,99.8%,68.6%,10.5,29.4%,84.7%,,,,
H3805,AARP MedicareComplete from SecureHorizons,"PACIFICARE OF OREGON, INC.",0:46,0:37,74.8%,71.1%,0.5,No appeals required review,47.1%,0.23,0.16,5.7%,No data available,75.8%,84.0%,92.6%,99.1%,77.1%,17.8,15.4%,83.3%,,,,
H3810,CareSource,MID ROGUE INDEPENDENT PHYSICIAN ASSOCIATION,0:07,0:11,85.8%,77.9%,4.7,Not enough data available to calculate measure,8.3%,0,0,3.3%,No data available,90.5%,85.9%,93.2%,94.2%,83.0%,33.6,24.8%,84.0%,,,,
H3811,Samaritan Advantage Health Plan,"SAMARITAN HEALTH PLANS, INC.",1:19,0:34,73.6%,75.6%,0,No appeals required review,0.0%,0.04,0.04,2.4%,No data available,89.0%,84.8%,93.3%,99.8%,Not enough data available to calculate measure,14.4,22.6%,84.6%,,,,
H3812,SecureHorizons by UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,0:41,0:37,75.4%,50.0%,4.1,Not enough data available to calculate measure,61.9%,1.06,0.45,12.3%,No data available,77.4%,83.4%,91.5%,98.7%,76.9%,39.7,14.0%,82.9%,,,,
H3813,"ODS Health Plan, Inc.","ODS HEALTH PLAN, INC.",0:21,0:07,70.9%,41.2%,3.8,Not enough data available to calculate measure,86.7%,0.09,0.09,9.9%,No data available,84.1%,86.3%,95.2%,99.5%,82.3%,19.4,18.5%,86.7%,,,,
H3814,ATRIO MyAdvantage,ATRIO HEALTH PLANS,0:28,0:28,78.3%,71.1%,0,No appeals required review,81.8%,0,0,22.4%,No data available,82.1%,80.4%,89.7%,99.8%,83.1%,18.0,27.6%,80.0%,,,,
H3815,Citizens Choice Healthplan,CITIZENS CHOICE HEALTHPLAN,0:17,0:26,76.9%,67.8%,0,Not enough data available to calculate measure,73.9%,0.23,0.21,12.5%,No data available,86.2%,87.8%,87.0%,99.4%,40.7%,11.7,22.5%,87.8%,,,,
H3817,Regence BlueCross BlueShield of Oregon,REGENCE BLUECROSS BLUESHIELD OF OR,0:31,2:23,81.5%,65.9%,1.4,28.6%,69.3%,0.07,0.02,2.7%,No data available,89.1%,83.9%,92.4%,99.6%,83.8%,61.0,23.0%,84.3%,,,,
H3818,"FamilyCare Health Plans, Inc.","FAMILYCARE HEALTH PLANS, INC.",1:24,0:23,74.4%,45.2%,0,No appeals required review,0.0%,0,0,7.8%,No data available,77.3%,81.4%,85.8%,99.7%,80.5%,19.5,23.0%,83.1%,,,,
H3864,Clear One Health Plans,"CLEAR ONE HEALTH PLANS, INC.",0:45,0:32,82.6%,42.3%,0,No appeals required review,81.8%,0.18,0.11,6.4%,31,80.2%,79.8%,91.1%,98.4%,54.9%,16.3,22.9%,83.3%,,,,
H3871,RedMed,RED MEDICA DE PUERTO RICO,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,
H3887,SecureHorizons by UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,0:37,0:38,76.0%,54.1%,0,No appeals required review,78.6%,1.56,1.64,23.6%,No data available,71.2%,80.5%,82.9%,98.0%,76.8%,19.8,11.2%,81.7%,,,,
H3907,UPMC Health Plan,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,0:24,0:37,85.4%,73.2%,0.5,85.7%,100.0%,0.09,0.06,3.8%,74,83.8%,84.6%,89.9%,99.7%,49.8%,15.6,18.2%,79.6%,,,,
H3909,Personal Choice 65,QCC INSURANCE COMPANY,0:34,0:26,82.0%,80.9%,0,No appeals required review,88.9%,0.25,0.13,16.3%,42,70.1%,74.1%,85.7%,97.8%,82.5%,15.2,17.5%,78.6%,,,,
H3912,Evercare® Health Plans,UNITEDHEALTHCARE INSURANCE COMPANY,0:35,0:39,79.5%,40.3%,0,No appeals required review,84.6%,0.99,0.73,Not enough data available to calculate measure,No data available,72.0%,80.1%,86.5%,99.3%,76.8%,22.6,21.6%,74.0%,,,,
H3916,Highmark Inc.,"HIGHMARK, INC.",0:19,0:31,90.0%,93.0%,1.2,36.7%,90.1%,0.2,0.21,4.1%,34,85.8%,84.0%,92.3%,99.5%,73.8%,11.4,16.9%,80.1%,,,,
H3920,Unison Advantage,"UNISON HEALTH PLAN OF PENNSYLVANIA, INC.",0:21,0:28,46.7%,37.9%,0,No appeals required review,0.0%,0.48,0.35,16.1%,No data available,76.0%,81.8%,87.8%,83.2%,76.9%,13.5,22.1%,81.0%,,,,
H3921,SecureHorizons by UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,0:39,0:39,71.6%,54.2%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,16.0%,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,95.8%,77.1%,29.8,8.6%,65.3%,,,,
H3923,Capital Advantage Insurance Company,CAPITAL ADVANTAGE INSURANCE COMPANY,0:33,0:33,84.7%,67.1%,3.3,Not enough data available to calculate measure,78.0%,0.13,0.25,11.7%,16,86.5%,82.4%,90.2%,99.3%,53.8%,18.1,17.4%,80.7%,,,,
H3924,Geisinger Gold,GEISINGER INDEMNITY INSURANCE COMPANY,0:20,0:21,65.6%,68.2%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,11.1%,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,99.7%,86.3%,Not enough data available to calculate measure,Not enough data available to calculate measure,52.0%,,,,
H3931,Aetna Medicare,AETNA HEALTH INC,0:40,0:15,67.1%,48.2%,11.4,74.3%,46.3%,0.56,0.37,9.3%,No data available,81.2%,78.8%,87.8%,97.1%,79.9%,13.6,4.5%,83.0%,,,,
H3949,Bravo Health,BRAVO HEALTH PENNSYLVANIA INC.,0:20,0:31,77.3%,69.8%,0,Not enough data available to calculate measure,56.5%,0.5,0.4,8.6%,23,77.6%,82.6%,87.0%,99.0%,86.7%,13.2,15.4%,83.2%,,,,
H3952,Keystone 65,"KEYSTONE HEALTH PLAN EAST, INC.",0:39,0:26,87.7%,80.9%,0,33.3%,88.9%,0.42,0.14,3.8%,42,80.0%,82.6%,90.4%,99.2%,75.3%,16.0,18.1%,81.3%,,,,
H3954,Geisinger Gold,GEISINGER HEALTH PLAN,0:20,0:21,65.6%,68.2%,0,Not enough data available to calculate measure,30.0%,0.05,0.13,2.8%,50,88.6%,84.9%,92.3%,99.8%,86.7%,22.9,21.4%,77.5%,,,,
H3957,"Keystone Health Plan West, Inc.","KEYSTONE HEALTH PLAN WEST, INC.",0:28,0:31,90.4%,84.9%,1,39.1%,63.0%,0.08,0.07,2.9%,34,82.4%,85.0%,91.8%,99.3%,74.8%,14.9,18.2%,77.8%,,,,
H3959,HealthAmerica Advantra,"HEALTHAMERICA PENNSYLVANIA, INC.",0:36,0:31,76.0%,77.3%,0.5,40.0%,87.0%,0.3,0.2,5.9%,No data available,81.8%,84.2%,90.2%,98.4%,57.0%,12.1,15.4%,79.6%,,,,
H3962,"Keystone Health Plan Central, Inc.","KEYSTONE HEALTH PLAN CENTRAL,INC.",0:34,0:33,84.7%,67.1%,1.2,Not enough data available to calculate measure,57.1%,0.17,0.07,3.8%,16,85.9%,86.4%,92.0%,99.7%,53.8%,18.2,20.4%,78.0%,,,,
H3964,Senior Partners,"BRAVO HEALTH PENNSYLVANIA, INC.",0:16,0:31,77.4%,69.7%,0,No appeals required review,53.6%,0.22,0.14,7.3%,23,80.5%,84.3%,89.1%,99.3%,86.3%,17.4,20.4%,86.3%,,,,
H4003,Medicare y Mucho Más,"MMM HEALTHCARE, INC.",0:27,0:39,69.7%,18.6%,3.4,46.5%,4.0%,0.05,0.05,10.3%,No data available,78.2%,88.8%,83.6%,Not enough data available to calculate measure,83.5%,60.0,32.3%,86.7%,,,,
H4004,"Preferred Medicare Choice, Inc.","PREFERRED MEDICARE CHOICE, INC.",0:28,0:39,69.3%,25.0%,0.4,37.5%,11.1%,0.04,0.08,15.2%,No data available,80.3%,90.0%,86.4%,Not enough data available to calculate measure,50.5%,Not enough data available to calculate measure,38.5%,86.9%,,,,
H4005,"Triple-S Salud, Inc.","TRIPLE-S SALUD,  INC.",2:18,1:42,78.4%,14.8%,0,Not enough data available to calculate measure,27.5%,0.31,0.14,3.9%,0,74.1%,85.4%,85.9%,Not enough data available to calculate measure,Not enough data available to calculate measure,20.1,31.3%,88.7%,,,,
H4006,MCS Classicare,MCS ADVANTAGE INC.,1:29,1:23,79.6%,4.9%,0,Not enough data available to calculate measure,99.0%,0.26,0.22,11.4%,No data available,69.0%,82.5%,80.0%,Not enough data available to calculate measure,81.5%,13.5,30.2%,86.1%,,,,
H4007,Humana Health Plans Of Puerto Rico Inc,HUMANA HEALTH PLANS OF PUERTO RICO INC,0:36,0:21,77.4%,50.8%,0,Not enough data available to calculate measure,66.7%,0.15,0.18,28.6%,No data available,76.5%,85.8%,82.6%,Not enough data available to calculate measure,83.9%,14.8,31.8%,86.7%,,,,
H4008,"Humana Insurance Of Puerto Rico, Inc","HUMANA INSURANCE OF PUERTO RICO, INC",1:12,0:21,74.9%,61.1%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,36.3%,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,80.5%,21.8,27.3%,85.7%,,,,
H4009,Salud Dorada con Medicare,"SDM HEALTHCARE MANAGEMENT, INC.",1:08,0:24,64.6%,16.3%,0,Not enough data available to calculate measure,0.0%,0.05,0.23,31.8%,38,81.5%,88.4%,85.4%,Not enough data available to calculate measure,87.9%,43.2,33.8%,87.8%,,,,
H4011,"First Medical Health Plan, Inc.","FIRST MEDICAL HEALTH PLAN, INC.",0:19,0:49,78.5%,7.8%,0,No appeals required review,100.0%,0.07,0.49,13.8%,No data available,74.3%,81.7%,81.3%,Not enough data available to calculate measure,81.3%,18.1,32.0%,89.9%,,,,
H4012,"Triple-S Salud, Inc.","TRIPLE-S SALUD, INC.",2:18,1:42,83.6%,14.8%,0,No appeals required review,25.1%,0.3,0.5,Not enough data available to calculate measure,0,75.7%,89.9%,87.6%,Not enough data available to calculate measure,78.0%,15.9,40.8%,89.5%,,,,
H4036,Anthem Blue Cross and Blue Shield,"ANTHEM INSURANCE COMPANIES, INC.",0:14,0:53,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No appeals required review,100.0%,Not enough data available to calculate measure,Not enough data available to calculate measure,21.2%,66,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,100.0%,100.0%,9.8,14.0%,80.2%,,,,
H4102,AARP MedicareComplete from SecureHorizons,"UNITEDHEALTHCARE OF NEW ENGLAND, INC.",0:42,0:39,73.9%,68.2%,1.7,Not enough data available to calculate measure,84.8%,0.31,0.15,3.1%,No data available,76.4%,82.7%,91.2%,99.4%,77.1%,13.4,11.5%,80.1%,,,,
H4106,Evercare® Health Plans,UNITEDHEALTHCARE INSURANCE COMPANY,0:35,0:39,79.5%,40.3%,3.9,Not enough data available to calculate measure,28.6%,0.32,0.91,Not enough data available to calculate measure,No data available,84.0%,83.1%,89.9%,99.4%,76.7%,18.2,17.3%,81.7%,,,,
H4125,Arcadian Health Plan,ARCADIAN HEALTH PLAN,0:38,0:47,90.1%,33.7%,0,No appeals required review,Not enough data available to calculate measure,1.15,0.57,23.3%,58,77.7%,83.4%,88.7%,99.3%,77.9%,9.6,23.6%,80.4%,,,,
H4141,"Humana Employers Health Plan of Georgia, Inc.","HUMANA EMPLOYERS HEALTH PLAN OF GEORGIA, INC.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,
H4152,Blue Cross & Blue Shield of Rhode Island,BLUE CROSS AND BLUE SHIELD OF RHODE ISLAND,0:35,0:23,80.0%,11.6%,14.7,25.7%,80.3%,0.14,0.12,2.1%,39,83.0%,80.3%,91.2%,99.8%,81.3%,10.2,16.3%,82.4%,,,,
H4155,JMH Health Plan,PUBLIC HEALTH TRUST OF MIAMI-DADE COUNTY,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,
H4205,Blue Cross Blue Shield of South Carolina,BLUE CROSS AND BLUE SHIELD OF SOUTH CAROLINA,0:29,1:12,85.3%,66.3%,7.1,No appeals required review,66.7%,1.9,1.18,Not enough data available to calculate measure,24,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,96.9%,79.6%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,,,,
H4209,Blue Cross Blue Shield of South Carolina,BLUE CROSS AND BLUE SHIELD OF SOUTH CAROLINA,0:29,1:12,87.9%,68.9%,3.3,No appeals required review,52.4%,0.87,0.7,18.8%,44,78.4%,79.3%,89.1%,92.9%,79.9%,10.2,23.1%,84.0%,,,,
H4213,Arkansas Blue Cross - Medi-Pak Advantage,ARKANSAS BLUE CROSS AND BLUE SHIELD,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,
H4270,UCare,"UCARE WISCONSIN, INC.",0:22,0:52,92.2%,68.4%,0,No appeals required review,73.3%,0.56,0.79,5.3%,No data available,86.9%,88.3%,95.6%,94.6%,72.5%,16.4,15.5%,82.8%,,,,
H4346,CareMore Health Plan of Nevada,CAREMORE HEALTH PLAN OF NEVADA,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,
H4382,ProHealth,PROSALUD HMO CORP.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,
H4406,AARP MedicareComplete from SecureHorizons,"UNITEDHEALTHCARE OF TENNESSEE, INC.",0:31,0:38,73.9%,68.9%,12.7,No appeals required review,25.0%,1.37,1.16,18.2%,No data available,73.8%,83.2%,90.8%,98.2%,77.1%,17.9,18.4%,87.6%,,,,
H4407,"Healthspring, Inc.","HEALTHSPRING OF TENNESSEE, INC.",0:21,0:23,75.2%,59.1%,3.1,Not enough data available to calculate measure,100.0%,0.21,0.41,12.8%,No data available,80.6%,88.5%,93.1%,99.4%,82.9%,13.9,28.0%,83.3%,,,,
H4408,Humana Insurance Company,HUMANA INSURANCE COMPANY,0:36,0:21,71.3%,52.3%,6.2,Not enough data available to calculate measure,60.0%,1.13,0.72,36.6%,No data available,74.0%,76.8%,86.6%,99.8%,80.5%,21.2,28.2%,83.5%,,,,
H4449,"Sierra Health and Life Insurance Company, Inc.","SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.",0:57,0:23,62.1%,3.2%,0,Not enough data available to calculate measure,Not enough data available to calculate measure,0.81,0.81,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,98.0%,100.0%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,,,,
H4454,Healthspring,"HEALTHSPRING OF TENNESSEE, INC.",0:21,0:23,73.1%,60.8%,2,33.3%,100.0%,0.17,0.14,6.4%,No data available,87.3%,85.5%,92.0%,99.7%,82.7%,17.9,29.7%,83.1%,,,,
H4456,SecureHorizons by UnitedHealthcare,"UNITEDHEALTHCARE OF THE RIVER VALLEY, INC.",0:30,0:38,76.3%,50.8%,7.3,94.7%,83.4%,0.49,0.4,8.1%,No data available,77.7%,84.8%,92.4%,96.9%,76.9%,9.3,22.6%,81.1%,,,,
H4461,"Cariten Health Plan, Inc.",CARITEN HEALTH PLAN IN,0:16,0:17,74.9%,65.6%,3.1,100.0%,90.4%,0.13,0.21,4.2%,49,88.0%,86.0%,94.0%,99.9%,53.3%,25.8,32.0%,81.9%,,,,
H4506,Universal American,"SELECTCARE OF TEXAS, L.L.C.",0:37,0:49,79.5%,15.1%,0.5,Not enough data available to calculate measure,90.6%,0.43,0.36,8.1%,31,86.1%,87.7%,92.1%,98.8%,45.1%,22.4,29.5%,85.9%,,,,
H4510,"Humana Health Plan of Texas, Inc.","HUMANA HEALTH PLAN OF TEXAS,INC.",0:36,0:21,71.3%,52.3%,6.6,47.4%,64.0%,0.18,0.13,4.1%,No data available,88.0%,90.1%,92.8%,99.9%,80.5%,21.2,30.1%,86.6%,,,,
H4513,Texas HealthSpring,TEXAS HEALTHSPRING LLC,0:29,0:23,75.2%,59.1%,2.2,54.5%,100.0%,0.25,0.18,8.6%,No data available,80.6%,86.2%,92.0%,99.5%,82.9%,16.8,29.0%,85.8%,,,,
H4514,Evercare® Health Plans,"EVERCARE OF TEXAS, LLC",0:38,0:38,73.0%,59.6%,2.5,Not enough data available to calculate measure,58.8%,0.54,0.41,27.2%,No data available,78.7%,81.5%,87.2%,99.5%,76.8%,14.6,28.0%,85.0%,,,,
H4520,Humana Insurance Company,HUMANA INSURANCE COMPANY,0:36,0:21,71.3%,52.3%,9.7,33.3%,75.0%,0.41,0.38,23.1%,No data available,78.6%,82.6%,91.3%,99.6%,80.5%,20.9,28.7%,84.4%,,,,
H4522,SecureHorizons by UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,0:45,0:37,75.2%,55.3%,2.1,Not enough data available to calculate measure,89.7%,0.53,0.34,10.6%,No data available,78.7%,83.2%,87.2%,97.9%,77.0%,15.9,19.7%,87.6%,,,,
H4523,Aetna Medicare,AETNA HEALTH INC.,0:44,0:16,67.1%,48.9%,11.1,Not enough data available to calculate measure,0.0%,0.96,0.41,24.2%,No data available,83.3%,81.4%,87.1%,96.6%,82.5%,14.2,8.4%,90.3%,,,,
H4524,Aetna Medicare,AETNA LIFE INSURANCE COMPANY,0:44,0:16,67.1%,48.9%,0,Not enough data available to calculate measure,0.0%,1.25,0.67,22.4%,No data available,78.1%,76.5%,85.2%,96.8%,82.3%,20.4,11.6%,81.2%,,,,
H4525,FirstCare Advantage,"SHA, L.L.C",1:30,0:32,56.8%,40.0%,5.4,Not enough data available to calculate measure,33.3%,0.36,0.18,7.1%,No data available,84.1%,87.2%,88.0%,97.2%,75.6%,10.7,36.3%,86.7%,,,,
