contractid,contract_name,breastcancer_screen,rectalcancer_screen,cv_cholscreen,diabetes_cholscreen,glaucoma_test,monitoring,flu_vaccine,pn_vaccine,primaryaccess,hospital_followup,depression_followup,nodelays,carequickly,overallrating_care,overallrating_plan,calltime,doctor_communicate,osteo_manage,diabetes_eye,diabetes_kidney,diabetes_bloodsugar,diabetes_chol,antidepressant,bloodpressure,ra_manage,copd_test,betablocker,appeals_timely,appeals_review,new_contract,year,org_type,org_marketing,physical_health,mental_health,osteo_test,physical_monitor,customer_service,bladder,falling,partc_score,cv_diab_cholscreen,diab_healthy,complaints_plan,leave_plan,audit_problems,hold_times,info_accuracy,ttyt_available,diab_cholscreen,corrective_action,low_score,partcd_score,org_parent,bmi_assess,older_medication,older_function,older_pain,readmissions,access_problems,coordination,improve,enroll_timely,specialneeds_manage
H4203,Palmetto Health Alliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2009,National PACE,Palmetto SeniorCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4204,BlueCross BlueShield of South Carolina (BCBSSC),,,,,,,1.0,1.0,,,,3.0,2.0,3.0,2.0,,3.0,,,,,,,,,,,,,0.0,2009,PFFS,InStil Health Insurance Company,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
H4205,BlueCross BlueShield of South Carolina (BCBSSC),,,,,,,3.0,3.0,,,,3.0,2.0,4.0,3.0,,3.0,,,,,,,,,,,,,0.0,2009,PFFS,Blue Cross Blue Shield of South Carolina,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
H4209,BlueCross BlueShield of South Carolina (BCBSSC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2009,Local CCP,Blue Cross Blue Shield of South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4270,UCare Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2009,Local CCP,UCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4305,St. Bernard's Healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2009,National PACE,Total Life Healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4362,Aetna Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2009,Local CCP,Aetna Medicare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4402,Alexian Brothers Community Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2009,National PACE,Alexian Brothers Community Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4406,"UnitedHealth Group, Inc.",1.0,2.0,4.0,3.0,1.0,3.0,2.0,3.0,4.0,,,4.0,2.0,3.0,2.0,2.0,3.0,,3.0,3.0,2.0,2.0,,2.0,,,,,,0.0,2009,Local CCP,AARP MedicareComplete from SecureHorizons,,,2.0,2.0,3.0,2.0,1.0,2.5,,,,,,,,,,,,,,,,,,,,,,,
H4407,"HealthSpring, Inc.",,,,,,,2.0,2.0,,,,3.0,1.0,2.0,2.0,,3.0,,,,,,,,,,,,,0.0,2009,Local CCP,"Healthspring, Inc.",,,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
H4408,Humana Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2009,Local CCP,Humana Insurance Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4449,"UnitedHealth Group, Inc.",,,,,,,3.0,2.0,,,,3.0,3.0,3.0,1.0,,4.0,,,,,,,,,,,,,0.0,2009,PFFS,"Sierra Health and Life Insurance Company, Inc.",,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
H4454,"HealthSpring, Inc.",3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,2.0,3.0,4.0,1.0,0.0,2009,Local CCP,Healthspring,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
H4456,"UnitedHealth Group, Inc.",4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,1.0,5.0,3.0,4.0,3.0,1.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,5.0,2.0,0.0,2009,Local CCP,SecureHorizons by UnitedHealthcare,4.0,3.0,5.0,3.0,3.0,2.0,3.0,3.5,,,,,,,,,,,,,,,,,,,,,,,
H4461,Covenant Health,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,1.0,5.0,3.0,4.0,5.0,3.0,5.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,1.0,3.0,0.0,2009,Local CCP,Cariten Senior Health,3.0,3.0,3.0,3.0,5.0,2.0,2.0,3.5,,,,,,,,,,,,,,,,,,,,,,,
H4506,Universal American Corp.,2.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,0.0,2009,Local CCP,"SelectCare of Texas, LLC",4.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
H4510,Humana Inc.,3.0,3.0,4.0,4.0,1.0,5.0,3.0,3.0,4.0,2.0,1.0,3.0,2.0,2.0,5.0,3.0,2.0,1.0,2.0,5.0,3.0,5.0,1.0,5.0,3.0,2.0,1.0,4.0,3.0,0.0,2009,Local CCP,"Humana Health Plan of Texas, Inc.",4.0,3.0,2.0,3.0,3.0,2.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
H4513,"HealthSpring, Inc.",3.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,,1.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,3.0,4.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,0.0,2009,Local CCP,Texas HealthSpring,3.0,3.0,1.0,3.0,3.0,2.0,2.0,2.5,,,,,,,,,,,,,,,,,,,,,,,
H4514,"UnitedHealth Group, Inc.",1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,5.0,0.0,2009,Local CCP,Evercare« Health Plans,,,1.0,3.0,2.0,,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
H4517,Amarillo Multisvc Ctr Fr the Aging Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2009,National PACE,Amarillo Multisvc Ctr For The Aging Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4518,Bienvivir Senior Health Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2009,National PACE,Bienvivir Senior Health Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4520,Humana Inc.,3.0,2.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,4.0,,,3.0,,4.0,2.0,1.0,4.0,4.0,0.0,2009,Local CCP,Humana Insurance Company,,,4.0,3.0,3.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
H4521,Valley Baptist Health System,3.0,3.0,5.0,4.0,3.0,5.0,3.0,1.0,5.0,,,3.0,1.0,3.0,4.0,3.0,4.0,,5.0,5.0,3.0,3.0,,2.0,3.0,,,3.0,1.0,0.0,2009,Local CCP,Valley Baptist Health Plans,,,3.0,3.0,4.0,3.0,5.0,3.5,,,,,,,,,,,,,,,,,,,,,,,
H4522,"UnitedHealth Group, Inc.",2.0,,3.0,3.0,2.0,3.0,2.0,2.0,4.0,,1.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,,,,2.0,,2.0,,,,,0.0,2009,Local CCP,SecureHorizons by UnitedHealthcare,,,3.0,3.0,1.0,2.0,4.0,2.5,,,,,,,,,,,,,,,,,,,,,,,
H4523,Aetna Inc.,3.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,4.0,,,1.0,1.0,1.0,1.0,5.0,2.0,,3.0,3.0,3.0,4.0,,3.0,,,,,,0.0,2009,Local CCP,Aetna Medicare,,,3.0,3.0,1.0,,,2.5,,,,,,,,,,,,,,,,,,,,,,,
H4524,Aetna Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2009,Local CCP,Aetna Medicare,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4525,Covenant Health System - Hendrick Health System,1.0,3.0,5.0,4.0,3.0,4.0,2.0,2.0,5.0,,,5.0,3.0,3.0,5.0,3.0,4.0,,3.0,3.0,2.0,2.0,,1.0,,,,,,0.0,2009,Local CCP,FirstCare Advantage,,,3.0,3.0,4.0,2.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
H4527,"PSO Health Services, LLC",2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,,3.0,3.0,3.0,4.0,2.0,4.0,,2.0,3.0,3.0,3.0,,1.0,4.0,,2.0,5.0,4.0,0.0,2009,Local CCP,PHYSICIANS HEALTH CHOICE,,,3.0,3.0,4.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
H4528,"Bravo Health, Inc.",2.0,1.0,,3.0,1.0,3.0,1.0,1.0,4.0,,,1.0,1.0,1.0,2.0,3.0,2.0,,1.0,3.0,1.0,2.0,,2.0,,,,1.0,,0.0,2009,Local CCP,Bravo Health,,,1.0,3.0,1.0,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
H4529,Arcadian Management Services Inc.,2.0,1.0,,4.0,1.0,1.0,2.0,1.0,3.0,,,1.0,1.0,1.0,2.0,3.0,1.0,,2.0,4.0,2.0,2.0,,1.0,1.0,,,,,0.0,2009,Local CCP,Texas Community Care,,,2.0,3.0,2.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
H4531,Health Care Service Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2009,Local CCP,HISC - Blue Cross Blue Shield of Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4556,Consolidated Assoc of Railroad Employees HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2009,HCPP - 1833 Cost,Consolidated Assoc Of Railroad Employees Hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4564,Scott and White,5.0,5.0,4.0,4.0,5.0,1.0,5.0,5.0,5.0,2.0,1.0,3.0,4.0,4.0,5.0,1.0,4.0,1.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,2.0,4.0,,,0.0,2009,1876 Cost,Scott and White Health Plan SeniorCare,3.0,3.0,4.0,3.0,5.0,2.0,3.0,3.5,,,,,,,,,,,,,,,,,,,,,,,
H4577,"WellCare Health Plans, Inc.",1.0,,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,2009,PFFS,WellCare,,,,,2.0,,,1.5,,,,,,,,,,,,,,,,,,,,,,,
H4590,"UnitedHealth Group, Inc.",3.0,3.0,4.0,3.0,3.0,1.0,3.0,4.0,4.0,3.0,1.0,3.0,2.0,3.0,4.0,1.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,4.0,0.0,2009,Local CCP,SecureHorizons by UnitedHealthcare,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
H4604,"UnitedHealth Group, Inc.",2.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,4.0,,1.0,3.0,3.0,3.0,2.0,2.0,2.0,,2.0,3.0,3.0,3.0,5.0,2.0,,,,,,0.0,2009,Local CCP,SecureHorizons by UnitedHealthcare,,,3.0,3.0,2.0,2.0,1.0,2.5,,,,,,,,,,,,,,,,,,,,,,,
H4605,The Regence Group,4.0,,2.0,2.0,4.0,1.0,4.0,4.0,5.0,,1.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,,,3.0,,4.0,,1.0,5.0,5.0,0.0,2009,Local CCP,Regence BlueCross BlueShield of Utah,,,3.0,3.0,5.0,3.0,4.0,3.5,,,,,,,,,,,,,,,,,,,,,,,
H4606,Humana Inc.,2.0,2.0,,2.0,2.0,2.0,3.0,2.0,3.0,,,3.0,3.0,3.0,2.0,3.0,3.0,,1.0,3.0,,,,,,1.0,,4.0,3.0,0.0,2009,Local CCP,Humana Insurance Company,,,2.0,3.0,2.0,2.0,1.0,2.5,,,,,,,,,,,,,,,,,,,,,,,
H4652,Union Pacific Railroad Employees Health Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2009,HCPP - 1833 Cost,Union Pacific Railroad Employes Health Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4720,"UnitedHealth Group, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2009,PFFS,SecureHorizons MedicareDirect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4779,"UnitedHealth Group, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2009,Demo,Erickson Advantage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4781,Aetna Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2009,Local CCP,Aetna Medicare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4836,MEDICAL MUTUAL OF OHIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2009,PFFS,Advantage Plan from Medical Mutual of Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4837,"UnitedHealth Group, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2009,Local CCP,UnitedHealthcare Personal Care Plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4906,C & O Employees' Hospital Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2009,HCPP - 1833 Cost,C and O Employees' Hospital Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4908,Sentara Healthcare,3.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,5.0,,,5.0,3.0,4.0,4.0,4.0,5.0,,3.0,,,,,,,3.0,,,,0.0,2009,Local CCP,Optima Medicare,,,4.0,3.0,5.0,2.0,3.0,3.5,,,,,,,,,,,,,,,,,,,,,,,
H4909,"Wellpoint, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2009,Local CCP,Anthem Blue Cross and Blue Shield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4910,Aetna Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2009,Local CCP,Aetna Medicare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4911,Aetna Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2009,Local CCP,Aetna Medicare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4917,"Guardian Healthcare, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2009,PFFS,"Guardian Healthcare, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4956,Humana Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2009,Local CCP,Humana Insurance Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4971,"UnitedHealth Group, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2009,Local CCP,SecureHorizons by UnitedHealthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4979,BlueCross BlueShield of Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2009,PFFS,BlueCross BlueShield of Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5005,"UnitedHealth Group, Inc.",4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,1.0,3.0,4.0,3.0,2.0,1.0,3.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,5.0,4.0,0.0,2009,Local CCP,AARP MedicareComplete from SecureHorizons,4.0,3.0,3.0,3.0,2.0,2.0,4.0,3.5,,,,,,,,,,,,,,,,,,,,,,,
H5006,Munich American Holding Corporation,2.0,,3.0,3.0,3.0,2.0,2.0,2.0,4.0,1.0,,5.0,3.0,3.0,4.0,1.0,3.0,,2.0,,,,,,2.0,2.0,,4.0,5.0,0.0,2009,PFFS,Sterling Life Insurance Company,,,,,4.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
H5007,Providence Health System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2009,National PACE,Providence Health System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5008,"UnitedHealth Group, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2009,Local CCP,Evercare« Health Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5009,The Regence Group,4.0,,4.0,4.0,4.0,3.0,3.0,3.0,5.0,,1.0,5.0,4.0,3.0,3.0,3.0,3.0,,3.0,3.0,,,5.0,,3.0,,,5.0,4.0,0.0,2009,Local CCP,Regence BlueShield,,,5.0,3.0,5.0,3.0,1.0,3.5,,,,,,,,,,,,,,,,,,,,,,,
H5010,The Regence Group,,,,,,,3.0,3.0,,,,3.0,5.0,4.0,3.0,,3.0,,,,,,,,,,,,,0.0,2009,Local CCP,Asuris Northwest Health,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
H5031,Davita Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2009,Local CCP,"DaVita VillageHealth of DC, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5037,"Mountain Empire Older Citizens, Inc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2009,National PACE,Mountain Empire PACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5041,Humana Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2009,Local CCP,Humana Insurance Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5042,"Capital District Physicians' Health Plan, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2009,Local CCP,CDPHP Medicare Choices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5050,Group Health Cooperative,5.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,2.0,5.0,5.0,5.0,0.0,2009,Local CCP,Group Health Cooperative,3.0,3.0,2.0,3.0,5.0,2.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
H5087,Easy Choice Health Plan Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2009,Local CCP,Easy Choice Health Plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5106,Highmark Inc.,4.0,,3.0,3.0,3.0,2.0,3.0,3.0,4.0,,,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,4.0,,,,,0.0,2009,Local CCP,Highmark Health Insurance Company,,,3.0,3.0,5.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
H5144,Aetna Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2009,Local CCP,Aetna Medicare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5151,Health Plan of the Upper Ohio Valley,4.0,4.0,4.0,4.0,5.0,2.0,3.0,3.0,5.0,,1.0,5.0,4.0,4.0,5.0,5.0,4.0,1.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,2.0,5.0,5.0,2.0,0.0,2009,Local CCP,The Health Plan,4.0,2.0,2.0,2.0,5.0,2.0,3.0,3.5,,,,,,,,,,,,,,,,,,,,,,,
H5179,CIGNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2009,PFFS,CIGNA Medicare Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5189,"UnitedHealth Group, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2009,Local CCP,Unison Advantage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5206,"Community Health Partnership, Inc.",3.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,,,5.0,5.0,5.0,5.0,2.0,4.0,,4.0,4.0,4.0,3.0,,5.0,,,,,,0.0,2009,Local CCP,Community Health Partnership,,,,,5.0,,,4.5,,,,,,,,,,,,,,,,,,,,,,,
H5207,"Community Care, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2009,Local CCP,Community Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5209,Elder Care of Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2009,Local CCP,"Care Wisconsin Health Plan, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5211,Marshfield Clinic.,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,,,5.0,5.0,5.0,5.0,4.0,4.0,2.0,5.0,4.0,5.0,5.0,,5.0,5.0,2.0,,4.0,3.0,0.0,2009,Local CCP,"Security Health Plan Of Wisconsin, Inc",4.0,3.0,5.0,3.0,5.0,2.0,3.0,4.5,,,,,,,,,,,,,,,,,,,,,,,
H5212,"Community Care, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2009,National PACE,Community Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5213,"Total Community Care,LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2009,National PACE,Total Community Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5214,Humana Inc.,3.0,2.0,3.0,3.0,1.0,5.0,2.0,2.0,4.0,,,3.0,2.0,2.0,3.0,3.0,3.0,,1.0,4.0,,,,,,2.0,,5.0,4.0,0.0,2009,Local CCP,Humana Insurance Company,,,3.0,3.0,3.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
H5215,Affinity Health System,5.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,5.0,,1.0,5.0,5.0,5.0,5.0,3.0,5.0,,3.0,3.0,,,5.0,,5.0,,,3.0,4.0,0.0,2009,Local CCP,NHIC Medicare Products,,,3.0,3.0,5.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
H5216,Humana Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2009,Local CCP,Humana Insurance Company,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5227,Coventry Health Care Inc.,,,,,,,5.0,5.0,,,,3.0,3.0,3.0,2.0,,4.0,,,,,,,,,,,,,0.0,2009,PFFS,Advantra« Freedom,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
H5253,"UnitedHealth Group, Inc.",3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0,0.0,2009,Local CCP,SecureHorizons by UnitedHealthcare,4.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
H5256,Medical Associates Clinic,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,5.0,,,5.0,5.0,5.0,5.0,3.0,5.0,,5.0,4.0,5.0,5.0,,5.0,,2.0,,,,0.0,2009,1876 Cost,Medical Associates Clinic Health Plan of Wisconsin,4.0,3.0,2.0,3.0,5.0,2.0,3.0,4.5,,,,,,,,,,,,,,,,,,,,,,,
H5262,"Gunderson Lutheran, Inc.",5.0,5.0,4.0,4.0,5.0,2.0,5.0,5.0,5.0,,1.0,5.0,5.0,5.0,5.0,1.0,5.0,2.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,2.0,3.0,4.0,1.0,0.0,2009,Local CCP,"Gundersen Lutheran Health Plan, Inc.",4.0,3.0,5.0,3.0,4.0,2.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
H5264,Dean Health Systems Inc.,5.0,5.0,4.0,4.0,5.0,2.0,5.0,4.0,5.0,,,4.0,5.0,5.0,5.0,4.0,4.0,1.0,5.0,3.0,5.0,5.0,,4.0,1.0,2.0,,,,0.0,2009,1876 Cost,"Dean Health Plan, Inc.",4.0,3.0,3.0,3.0,5.0,2.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
H5270,Pan American Life Insurance Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2009,Local CCP,PALIC Medicare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5291,Humana Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2009,Local CCP,"Humana Health Plan, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5294,Centene Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2009,Local CCP,Advantage by SuperiorHealthPlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5301,Universal American Corp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2009,Demo,Fresenius Medical Care Health Plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5302,Coventry Health Care Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2009,Local CCP,Advantra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5304,"Wellpoint, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2009,PFFS,Empire BlueCross BlueShield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5324,HALE MAKUA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2009,National PACE,Maui PACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5378,Universal American Corp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2009,Local CCP,Universal American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5402,"Quality Health Plans, Inc.",4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,3.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,,1.0,3.0,0.0,2009,Local CCP,Quality Health Plans,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.5,,,,,,,,,,,,,,,,,,,,,,,
H5403,On Lok Senior Health Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2009,National PACE,On Lok Lifeways,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5404,Universal Health Care Inc.,3.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,5.0,2.0,0.0,2009,Local CCP,"Universal Health Care, Inc.",4.0,3.0,5.0,3.0,1.0,2.0,1.0,2.5,,,,,,,,,,,,,,,,,,,,,,,
