2014 Data View: Medicare Part D Report Card Master Table,,,,,,,,,,,,,,,,,,,
Contract Number,Organization Type,Organization Marketing Name,Contract Name,Parent Organization,DD1: Drug Plan Customer Service,,,"DD2: Member Complaints, Problems Getting Services, and Improvement in the Drug Plan’s Performance ",,,,DD3: Member Experience with the Drug Plan,,DD4: Patient Safety and Accuracy of Drug Pricing,,,,,
H3536,Local CCP,Anthem Blue Cross and Blue Shield,"MATTHEW THORNTON HEALTH PLAN, INC.","WellPoint, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3597,Local CCP,Aetna Medicare,"AETNA HEALTH, INC. (ME)",Aetna Inc.,97%,0.0,Not enough data available,0.27,20,5%,Medicare shows only a Star Rating for this topic,83%,92%,99,3%,82%,78%,81%,75%
H3620,Local CCP,PrimeTime Health Plan,AULTCARE INSURANCE COMPANY,Aultman Health Foundation,93%,0.0,No data available,0.00,80,No data available,Medicare shows only a Star Rating for this topic,87%,92%,97,7%,82%,76%,82%,73%
H3623,Local CCP,Aetna Medicare,"AETNA HEALTH,  INC. (PA)",Aetna Inc.,97%,0.0,Not enough data available,0.46,20,7%,Medicare shows only a Star Rating for this topic,83%,92%,99,4%,84%,73%,75%,70%
H3635,Local CCP,HHH Choices Gold,"HHH CHOICES HEALTH PLAN, LLC","HHCS, Inc.",89%,Plan too new to be measured,No data available,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3653,Local CCP,Paramount Elite,"PARAMOUNT CARE, INC.",Promedica Health System,88%,4.1,Not enough data available,0.04,100,2%,Medicare shows only a Star Rating for this topic,87%,92%,98,4%,79%,76%,79%,72%
H3655,Local CCP,Anthem Blue Cross and Blue Shield,COMMUNITY INSURANCE COMPANY,"WellPoint, Inc.",95%,0.9,80%,0.19,40,7%,Medicare shows only a Star Rating for this topic,82%,91%,97,7%,81%,76%,79%,74%
H3659,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE OF OHIO, INC.","UnitedHealth Group, Inc.",90%,CMS identified issues with this plan's data,71%,0.21,0,6%,Medicare shows only a Star Rating for this topic,83%,92%,99,7%,82%,74%,76%,71%
H3660,Local CCP,SummaCare Medicare Advantage Plans,SUMMACARE INC.,Summa Health System,95%,0.0,Not enough data available,0.04,80,3%,Medicare shows only a Star Rating for this topic,88%,94%,99,4%,84%,79%,82%,77%
H3664,Local CCP,PrimeTime Health Plan,AULTCARE INSURANCE COMPANY,Aultman Health Foundation,93%,0.0,Not enough data available,0.01,80,4%,Medicare shows only a Star Rating for this topic,84%,94%,97,7%,82%,75%,79%,71%
H3668,Local CCP,MediGold,"MOUNT CARMEL HEALTH PLAN, INC.",Trinity Health,96%,2.4,70%,0.14,100,2%,Medicare shows only a Star Rating for this topic,89%,93%,98,5%,84%,77%,81%,76%
H3672,Local CCP,The Health Plan,HOMETOWN HEALTH PLAN,Health Plan of the Upper Ohio Valley,93%,0.0,Not enough data available,0.11,100,3%,Medicare shows only a Star Rating for this topic,86%,94%,99,7%,82%,76%,80%,75%
H3706,Local CCP,Universal American Corp.,"TODAYS OPTIONS OF OKLAHOMA, INC.",Universal American Corp.,94%,1.8,Not enough data available,0.31,0,5%,Medicare shows only a Star Rating for this topic,85%,94%,98,5%,83%,74%,74%,74%
H3708,Local CCP,Universal American Corp.,"SELECTCARE OF OKLAHOMA, INC.",Universal American Corp.,91%,Not enough data available,No data available,Not enough data available,0,Not enough data available,Not enough data available,No data available,No data available,98,13%,71%,Not enough data available,80%,86%
H3712,Local CCP,Preferred Medical Plan,"PREFERRED MEDICAL PLAN, INC.","Preferred Medical Plan, Inc.",86%,Plan too new to be measured,No data available,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3749,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE OF OKLAHOMA, INC.","UnitedHealth Group, Inc.",93%,CMS identified issues with this plan's data,67%,0.29,0,5%,Medicare shows only a Star Rating for this topic,84%,92%,99,11%,85%,72%,73%,71%
H3755,Local CCP,CommunityCare Senior Health Plan (HMO),"COMMUNITY CARE HMO, INC","CommunityCare Managed Healthcare Plans of OK, Inc.",87%,1.2,Not enough data available,0.17,100,3%,Medicare shows only a Star Rating for this topic,84%,93%,99,12%,86%,72%,75%,71%
H3794,Local CCP,UnitedHealthcare,CARE IMPROVEMENT PLUS WISCONSIN INSURANCE COMPANY,"UnitedHealth Group, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3805,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE OF OREGON, INC.","UnitedHealth Group, Inc.",93%,0.0,83%,0.26,0,4%,Medicare shows only a Star Rating for this topic,84%,91%,99,7%,83%,79%,80%,78%
H3810,Local CCP,CareSource,MID ROGUE INDEPENDENT PHYSICIAN ASSOCIATION,Mid Rogue IPA Holding Company,92%,0.0,No data available,0.04,80,5%,Medicare shows only a Star Rating for this topic,89%,93%,99,10%,83%,77%,83%,78%
H3811,Local CCP,Samaritan Advantage Health Plan,"SAMARITAN HEALTH PLANS, INC.",Samaritan Health Services,84%,4.1,No data available,0.03,80,5%,Medicare shows only a Star Rating for this topic,86%,94%,98,9%,86%,79%,81%,81%
H3812,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",90%,0.5,86%,0.24,0,9%,Medicare shows only a Star Rating for this topic,84%,92%,99,6%,87%,76%,78%,75%
H3813,Local CCP,"MODA Health Plan, Inc.","MODA HEALTH PLAN, INC.","Health Services Group, Inc.",94%,6.8,No data available,0.11,100,2%,Medicare shows only a Star Rating for this topic,86%,93%,99,8%,88%,83%,85%,81%
H3814,Local CCP,ATRIO Health Plans,ATRIO HEALTH PLANS,ATRIO Health Plans,95%,0.0,No data available,0.00,48,2%,Medicare shows only a Star Rating for this topic,86%,92%,99,14%,83%,78%,75%,76%
H3815,Local CCP,Citizens Choice Healthplan,CITIZENS CHOICE HEALTHPLAN,Honored Citizens Choice Health Plan,79%,18.3,88%,0.12,80,13%,Medicare shows only a Star Rating for this topic,89%,89%,99,3%,90%,70%,71%,65%
H3817,Local CCP,Regence BlueCross BlueShield of Oregon,REGENCE BLUECROSS BLUESHIELD OF OREGON,"Cambia Health Solutions, Inc.",94%,8.1,69%,0.07,100,3%,Medicare shows only a Star Rating for this topic,83%,93%,99,8%,83%,81%,82%,78%
H3818,Local CCP,"FamilyCare Health Plans, Inc.","FAMILYCARE HEALTH PLANS, INC.",FamilyCare Incorporated,91%,0.0,Not enough data available,0.06,80,10%,Medicare shows only a Star Rating for this topic,78%,89%,98,9%,83%,71%,74%,75%
H3822,Local CCP,"Blue Cross Blue Shield of IL, NM",HEALTH CARE SERVICE CORPORATION,Health Care Service Corporation,97%,Plan too new to be measured,Not enough data available,2.07,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3832,Local CCP,Akamai Advantage by HMSA,HAWAII MEDICAL SERVICE ASSOCIATION,Hawaii Medical Service Association,96%,0.0,Not enough data available,0.08,80,2%,Medicare shows only a Star Rating for this topic,86%,91%,99,4%,87%,79%,79%,74%
H3864,Local CCP,PacificSource Medicare,"PACIFICSOURCE COMMUNITY HEALTH PLANS, INC.",PacificSource Health Plans,94%,4.3,Not enough data available,0.21,80,6%,Medicare shows only a Star Rating for this topic,84%,92%,98,6%,85%,77%,79%,77%
H3887,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",90%,0.0,Not enough data available,0.54,0,10%,Medicare shows only a Star Rating for this topic,79%,89%,99,3%,85%,72%,72%,66%
H3907,Local CCP,UPMC Health Plan,"UPMC HEALTH PLAN, INC.",University of Pittsburgh Medical Center,98%,0.9,Not enough data available,0.07,100,4%,Medicare shows only a Star Rating for this topic,84%,94%,98,6%,80%,77%,79%,76%
H3909,Local CCP,Personal Choice 65 PPO,QCC INSURANCE COMPANY,Independence Blue Cross,91%,0.0,No data available,0.16,40,4%,Medicare shows only a Star Rating for this topic,81%,91%,Not enough data available,6%,79%,82%,82%,78%
H3912,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",88%,0.0,Not enough data available,0.00,0,3%,Medicare shows only a Star Rating for this topic,No data available,No data available,99,6%,63%,85%,86%,84%
H3916,Local CCP,Highmark Health Services,HIGHMARK HEALTH SERVICES,Highmark,93%,0.6,69%,0.11,100,10%,Medicare shows only a Star Rating for this topic,82%,92%,99,6%,81%,78%,80%,76%
H3921,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",93%,0.0,Not enough data available,0.45,0,12%,Medicare shows only a Star Rating for this topic,82%,93%,99,6%,83%,75%,77%,72%
H3923,Local CCP,Capital Advantage Insurance Company,CAPITAL ADVANTAGE INSURANCE COMPANY,Capital BlueCross,95%,CMS identified issues with this plan's data,80%,0.30,80,8%,Medicare shows only a Star Rating for this topic,80%,90%,94,4%,82%,83%,83%,78%
H3924,Local CCP,Geisinger Gold,GEISINGER INDEMNITY INSURANCE COMPANY,Geisinger Health System,84%,0.0,Not enough data available,0.25,80,12%,Medicare shows only a Star Rating for this topic,85%,93%,99,3%,83%,79%,81%,76%
H3928,Local CCP,"Coventry Health Care of Louisiana, Inc.","COVENTRY HEALTH CARE OF LOUISIANA, INC.",Aetna Inc.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3931,Local CCP,Aetna Medicare,"AETNA HEALTH, INC, (PA)",Aetna Inc.,97%,0.3,83%,0.24,20,7%,Medicare shows only a Star Rating for this topic,81%,91%,99,3%,82%,77%,79%,73%
H3945,Local CCP,Cigna-HealthSpring,CIGNA HEALTH AND LIFE INSURANCE COMPANY,CIGNA,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3949,Local CCP,Cigna-HealthSpring,"BRAVO HEALTH PENNSYLVANIA, INC.",CIGNA,89%,2.1,Not enough data available,0.29,80,8%,Medicare shows only a Star Rating for this topic,85%,93%,99,3%,84%,70%,70%,65%
H3952,Local CCP,Keystone 65 HMO,"KEYSTONE HEALTH PLAN EAST, INC.",Independence Blue Cross,91%,0.2,Not enough data available,0.15,40,4%,Medicare shows only a Star Rating for this topic,83%,92%,Not enough data available,5%,80%,80%,81%,75%
H3954,Local CCP,Geisinger Gold,GEISINGER HEALTH PLAN,Geisinger Health System,84%,0.0,38%,0.12,80,3%,Medicare shows only a Star Rating for this topic,87%,93%,99,3%,83%,82%,83%,78%
H3957,Local CCP,"Keystone Health Plan West, Inc.","KEYSTONE HEALTH PLAN WEST, INC.",Highmark,93%,CMS identified issues with this plan's data,55%,0.07,100,5%,Medicare shows only a Star Rating for this topic,86%,94%,99,6%,78%,77%,78%,75%
H3959,Local CCP,HealthAmerica,"HEALTHAMERICA PENNSYLVANIA, INC.",Aetna Inc.,92%,0.0,Not enough data available,0.12,80,4%,Medicare shows only a Star Rating for this topic,87%,94%,99,5%,80%,75%,80%,76%
H3962,Local CCP,"Keystone Health Plan Central, Inc.","KEYSTONE HEALTH PLAN CENTRAL, INC.",Capital BlueCross,95%,7.8,Not enough data available,0.22,80,4%,Medicare shows only a Star Rating for this topic,84%,92%,93,4%,78%,84%,83%,79%
H3979,Local CCP,Blue Cross Blue Shield of OK,"GHS HEALTH MAINTENANCE ORGANIZATION, INC.",Health Care Service Corporation,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3992,Demo,"ProCare Health Plan, Inc.","PROCARE HEALTH PLAN, INC.","Vanguard Health System, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H4003,Local CCP,Medicare y Mucho Mßs,"MMM HEALTHCARE, INC.",InnovaCare Inc.,83%,CMS identified issues with this plan's data,75%,0.16,7,12%,Medicare shows only a Star Rating for this topic,89%,87%,97,4%,91%,61%,64%,44%
H4004,Local CCP,"Preferred Medicare Choice, Inc.","PREFERRED MEDICARE CHOICE, INC.",InnovaCare Inc.,85%,CMS identified issues with this plan's data,Not enough data available,0.13,7,13%,Medicare shows only a Star Rating for this topic,94%,88%,97,6%,91%,64%,66%,46%
H4005,Local CCP,"Triple-S Salud, Inc.","TRIPLE-S SALUD, INC.",Triple-S Management Corporation,74%,0.0,Not enough data available,0.62,0,13%,Medicare shows only a Star Rating for this topic,84%,89%,98,7%,91%,61%,70%,44%
H4006,Local CCP,MCS Classicare,"MCS ADVANTAGE, INC.","Medical Card System, Inc.",91%,3.4,57%,0.28,60,20%,Medicare shows only a Star Rating for this topic,86%,85%,98,5%,91%,60%,65%,43%
H4007,Local CCP,"HUMANA HEALTH PLANS OF PUERTO RICO, INC.","HUMANA HEALTH PLANS OF PUERTO RICO, INC.",Humana Inc.,92%,1.8,Not enough data available,0.37,100,19%,Medicare shows only a Star Rating for this topic,94%,88%,98,4%,92%,63%,65%,46%
H4011,Local CCP,"First Medical Health Plan, Inc.","FIRST MEDICAL HEALTH PLAN, INC.","First Medical Health Plan, Inc.",70%,0.6,Not enough data available,0.22,60,2%,Medicare shows only a Star Rating for this topic,87%,88%,95,8%,92%,60%,65%,38%
H4012,Local CCP,"Triple-S Salud, Inc.","TRIPLE-S SALUD, INC.",Triple-S Management Corporation,74%,0.0,No data available,1.08,0,34%,Medicare shows only a Star Rating for this topic,89%,88%,98,10%,91%,65%,66%,47%
H4036,Local CCP,Anthem Blue Cross and Blue Shield,"ANTHEM INSURANCE COMPANIES, INC.","WellPoint, Inc.",95%,0.0,No data available,1.14,40,14%,Medicare shows only a Star Rating for this topic,81%,91%,97,5%,86%,82%,84%,77%
H4079,Demo,"UnitedHealthcare of Washington, Inc.","UNITEDHEALTHCARE OF WASHINGTON, INC.","UnitedHealth Group, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H4102,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE OF NEW ENGLAND, INC.","UnitedHealth Group, Inc.",93%,0.3,57%,0.11,0,3%,Medicare shows only a Star Rating for this topic,84%,91%,99,5%,85%,79%,81%,72%
H4123,Local CCP,MercyCare Health Plans,"MERCYCARE HMO, INC.","Mercy Alliance, Inc.",97%,Not enough data available,No data available,Not enough data available,80,Not enough data available,Not enough data available,No data available,No data available,98,7%,85%,Not enough data available,82%,78%
H4125,Local CCP,Cigna-HealthSpring,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",CIGNA,69%,14.9,No data available,3.44,80,14%,Medicare shows only a Star Rating for this topic,79%,90%,98,4%,86%,68%,71%,61%
H4141,Local CCP,"Humana Employers Health Plan of Georgia, Inc.","HUMANA EMPLOYERS HEALTH PLAN OF GEORGIA, INC.",Humana Inc.,98%,0.0,Not enough data available,0.55,100,11%,Medicare shows only a Star Rating for this topic,86%,90%,98,1%,85%,72%,74%,68%
